種類,価格情報区分,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,坪単価,間取り,面積（㎡）,取引価格（㎡単価）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時期,改装,取引の事情等
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,19,45000000,,,180,,不整形,2.8,105,2022年,木造,住宅,住宅,北西,市道,6,１中住専,60,200,2022年第4四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,9,24000000,790000,,100,240000,長方形,8.7,,,,,住宅,北,市道,4,２種住居,60,200,2022年第4四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,18,50000000,660000,,250,200000,ほぼ正方形,16,,,,,住宅,東,市道,4,１中住専,60,200,2022年第4四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,22,37000000,,,90,,ほぼ長方形,11,95,2022年,木造,住宅,住宅,北東,市道,4,１中住専,60,200,2022年第4四半期,,
宅地(土地と建物),不動産取引価格情報,商業地,11201,埼玉県,川越市,新宿町,川越,18,130000000,,,630,,ほぼ長方形,20,270,2014年,鉄骨造,その他,,北西,市道,16,２種住居,60,200,2022年第4四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,18,33000000,1100000,,105,320000,ほぼ長方形,8,,,,,住宅,東,市道,5.2,２種住居,60,200,2022年第4四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,23,14000000,,３ＬＤＫ,75,,,,,1997年,ＲＣ,住宅,住宅,,,,１中住専,60,200,2022年第4四半期,改装済み,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,13,24000000,,３ＬＤＫ,60,,,,,2006年,ＲＣ,住宅,住宅,,,,準住居,60,200,2022年第4四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,15,18000000,,３ＤＫ,50,,,,,1993年,ＲＣ,,住宅,,,,１種住居,60,200,2022年第4四半期,未改装,
宅地(土地),不動産取引価格情報,商業地,11201,埼玉県,川越市,新宿町,川越,7,41000000,880000,,155,270000,ほぼ長方形,15,,,,,その他,南,市道,7.9,近隣商業,80,200,2022年第3四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,7,27000000,840000,,105,260000,台形,15,,,,,その他,接面道路無,,,近隣商業,80,200,2022年第3四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,6,51000000,,,65,,ほぼ長方形,7.6,100,2022年,木造,住宅,住宅,北,市道,8,２種住居,60,200,2022年第3四半期,,
宅地(土地),不動産取引価格情報,商業地,11201,埼玉県,川越市,新宿町,川越,12,83000000,1300000,,210,390000,ほぼ長方形,13.9,,,,,,北西,市道,16,２種住居,60,200,2022年第3四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,11,24000000,,２ＬＤＫ,55,,,,,1980年,ＳＲＣ,住宅,住宅,,,,１種住居,60,200,2022年第3四半期,改装済み,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,12,36000000,,３ＬＤＫ,65,,,,,2006年,ＲＣ,,住宅,,,,準住居,60,200,2022年第3四半期,改装済み,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,12,12000000,,,60,,,,,2006年,ＲＣ,,住宅,,,,準住居,60,200,2022年第3四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,5,38000000,,３ＬＤＫ,60,,,,,2008年,ＲＣ,住宅,住宅,,,,２種住居,60,200,2022年第3四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,11,22000000,,２ＬＤＫ,65,,,,,1989年,ＲＣ,住宅,住宅,,,,準住居,60,200,2022年第3四半期,改装済み,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,24,25000000,510000,,165,150000,袋地等,3.4,,,,,住宅,南東,市道,6,１中住専,60,200,2022年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,12,170000000,,,540,,長方形,22,620,1988年,鉄骨造,共同住宅,住宅,北西,市道,4,１中住専,60,200,2022年第2四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,16,38000000,690000,,180,210000,ほぼ長方形,9,,,,,住宅,南,私道,4,１中住専,60,200,2022年第2四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,18,36000000,900000,,130,270000,ほぼ長方形,10.2,,,,,住宅,南西,道路,4.2,１中住専,60,200,2022年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,23,42000000,,,290,,袋地等,2.5,95,2022年,木造,住宅,住宅,西,市道,3.5,１中住専,60,200,2022年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,13,54000000,,,100,,ほぼ長方形,8,100,2022年,木造,住宅,住宅,南西,市道,8,１種住居,60,200,2022年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,23,18000000,,,165,,袋地等,3.4,65,1977年,木造,住宅,その他,南東,市道,5.5,１中住専,60,200,2022年第1四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,13,47000000,,,100,,ほぼ長方形,,95,2022年,木造,住宅,,南東,道路,4.2,１種住居,60,200,2022年第1四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,25,59000000,300000,,650,91000,台形,20,,,,,,西,市道,7.8,１中住専,60,200,2022年第1四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,19,13000000,,３ＬＤＫ,45,,,,,1994年,ＲＣ,,住宅,,,,１種住居,60,200,2022年第1四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,11,12000000,,３ＤＫ,55,,,,,1980年,ＳＲＣ,住宅,,,,,１種住居,60,200,2022年第1四半期,未改装,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,19,41000000,860000,,160,260000,長方形,8,,,,,住宅,南西,市道,8.1,１種住居,60,200,2021年第4四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,11,33000000,1100000,,100,330000,袋地等,,,,,,住宅,北,道路,4,準住居,60,200,2021年第4四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,13,22000000,740000,,100,220000,長方形,10.7,,,,,その他,東,市道,4,１中住専,60,200,2021年第4四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,15,29000000,,３ＬＤＫ,70,,,,,2001年,ＳＲＣ,住宅,住宅,,,,１中住専,60,200,2021年第4四半期,改装済み,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,19,35000000,,,75,,ほぼ整形,9.2,100,2021年,木造,住宅,住宅,南東,市道,4,１中住専,60,200,2021年第3四半期,,
宅地(土地),不動産取引価格情報,商業地,11201,埼玉県,川越市,新宿町,川越,9,100000000,1200000,,280,360000,ほぼ長方形,12.5,,,,,事務所,南西,国道,21,近隣商業,80,300,2021年第3四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,13,110000000,,,540,,ほぼ長方形,22,620,1988年,鉄骨造,共同住宅,住宅,西,市道,4.1,１中住専,60,200,2021年第3四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,23,14000000,,３ＬＤＫ,70,,,,,1997年,ＲＣ,,住宅,,,,１中住専,60,200,2021年第3四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,12,22000000,,３ＬＤＫ,70,,,,,2006年,ＲＣ,住宅,住宅,,,,準住居,60,200,2021年第3四半期,未改装,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,14,43000000,,,160,,袋地等,,105,2021年,木造,住宅,住宅,南東,私道,4,１中住専,60,200,2021年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,19,42000000,,,110,,ほぼ整形,6,95,2021年,木造,住宅,住宅,南東,市道,4.2,１中住専,60,200,2021年第2四半期,,
宅地(土地と建物),不動産取引価格情報,商業地,11201,埼玉県,川越市,新宿町,川越,8,33000000,,,110,,ほぼ台形,11.1,230,1989年,鉄骨造,事務所,住宅,南東,市道,16.4,近隣商業,80,200,2021年第2四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,21,4500000,,１ＤＫ,25,,,,,1993年,ＲＣ,,住宅,,,,２種住居,60,200,2021年第2四半期,改装済み,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,14,14000000,,３ＬＤＫ,60,,,,,1982年,ＲＣ,住宅,住宅,,,,１種住居,60,200,2021年第2四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,19,20000000,,３ＬＤＫ,65,,,,,1997年,ＲＣ,住宅,住宅,,,,１中住専,60,200,2021年第2四半期,改装済み,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,18,56000000,710000,,260,220000,長方形,10,,,,,,南西,市道,8,１種住居,60,200,2021年第1四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,11,18000000,,３ＬＤＫ,65,,,,,1980年,ＳＲＣ,住宅,住宅,,,,１種住居,60,200,2021年第1四半期,改装済み,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,17,4400000,,１ＤＫ,25,,,,,1993年,ＲＣ,住宅,住宅,,,,２種住居,60,200,2021年第1四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,15,14000000,,３ＤＫ,55,,,,,1993年,ＲＣ,住宅,住宅,,,,１種住居,60,200,2021年第1四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,21,24000000,680000,,120,200000,ほぼ長方形,9,,,,,住宅,南東,市道,4,１中住専,60,200,2020年第4四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,21,26000000,720000,,120,220000,ほぼ正方形,11.8,,,,,住宅,南西,市道,6,１中住専,60,200,2020年第4四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,18,29000000,,,85,,ほぼ正方形,9,95,2007年,木造,住宅,住宅,北西,市道,7.8,１中住専,60,200,2020年第4四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,8,15000000,1000000,,45,320000,台形,11,,,,,その他,南東,市道,7.4,近隣商業,80,200,2020年第4四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,18,58000000,500000,,390,150000,ほぼ長方形,19.5,,,,,住宅,南西,市道,8,１種住居,60,200,2020年第4四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,6,36000000,,３ＬＤＫ,70,,,,,2002年,ＲＣ,住宅,住宅,,,,近隣商業,80,200,2020年第4四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,5,55000000,,４ＬＤＫ,85,,,,,2008年,ＲＣ,住宅,,,,,２種住居,60,200,2020年第4四半期,未改装,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,19,8000000,,,65,,ほぼ正方形,8.2,55,1976年,木造,住宅,住宅,南西,私道,4,１中住専,60,200,2020年第3四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,10,18000000,,３ＬＤＫ,60,,,,,1980年,ＲＣ,,住宅,,,,準住居,60,200,2020年第3四半期,改装済み,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,20,42000000,,,105,,長方形,,95,2020年,木造,住宅,住宅,北西,私道,4.5,１中住専,60,200,2020年第2四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,15,32000000,1000000,,105,300000,ほぼ長方形,8.3,,,,,,南西,市道,6,２種住居,60,200,2020年第2四半期,,
宅地(土地),不動産取引価格情報,商業地,11201,埼玉県,川越市,新宿町,川越,15,32000000,980000,,105,300000,ほぼ長方形,7.3,,,,,事務所,北西,市道,16,２種住居,60,200,2020年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,19,44000000,,,110,,ほぼ長方形,13.7,90,2020年,木造,住宅,住宅,北東,道路,4.2,１中住専,60,200,2020年第2四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,11,19000000,,３ＬＤＫ,60,,,,,1986年,ＳＲＣ,住宅,住宅,,,,準住居,60,200,2020年第2四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,15,20000000,,３ＬＤＫ,55,,,,,2020年,ＲＣ,,住宅,,,,１中住専,60,200,2020年第2四半期,改装済み,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,21,46000000,,,105,,長方形,11,90,2020年,木造,住宅,住宅,南西,市道,4.2,１中住専,60,200,2020年第1四半期,,
宅地(土地),不動産取引価格情報,商業地,11201,埼玉県,川越市,新宿町,川越,6,13000000,1100000,,40,340000,ほぼ長方形,25.8,,,,,その他,東,市道,10.7,近隣商業,80,200,2020年第1四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,18,24000000,,,105,,ほぼ整形,4.5,90,2000年,木造,住宅,住宅,西,道路,4.2,１中住専,60,200,2020年第1四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,新宿町,川越,15,34000000,1100000,,105,320000,ほぼ長方形,7.3,,,,,店舗,北西,市道,16,２種住居,60,200,2020年第1四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,19,14000000,,,50,,,,,1994年,ＲＣ,住宅,,,,,１種住居,60,200,2020年第1四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,14,8500000,,３ＤＫ,55,,,,,1982年,ＲＣ,住宅,その他,,,,１種住居,60,200,2020年第1四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,新宿町,川越,11,19000000,,３ＬＤＫ,60,,,,,1995年,ＳＲＣ,,住宅,,,,１種住居,60,200,2020年第1四半期,改装済み,
宅地(土地),不動産取引価格情報,宅地見込地,11201,埼玉県,川越市,大字池辺,川越,30分～60分,2000000,25000,,260,7600,不整形,,,,,,,北西,市道,7,調整区域,60,200,2020年第4四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,大字池辺,的場,30分～60分,5000000,42000,,400,13000,ほぼ長方形,24.8,,,,,,南,市道,4,調整区域,,,2020年第3四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,大字池辺,南大塚,25,11000000,69000,,500,21000,ほぼ整形,28,,,,,,北西,市道,3.3,調整区域,60,200,2024年第2四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,大字池辺,南大塚,23,7000000,68000,,340,20000,不整形,,,,,,,南西,市道,6.5,調整区域,60,200,2024年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,大字池辺,南大塚,23,28000000,,,220,,袋地等,3,100,2024年,木造,住宅,住宅,南西,市道,4.5,調整区域,60,200,2024年第1四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,大字池辺,南大塚,24,26000000,69000,,1200,21000,ほぼ整形,29,,,,,住宅,北,市道,6.8,調整区域,60,200,2023年第2四半期,,
宅地(土地),不動産取引価格情報,宅地見込地,11201,埼玉県,川越市,大字池辺,南大塚,29,4000000,73000,,180,22000,ほぼ長方形,9,,,,,,東,市道,4,調整区域,60,200,2022年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,大字池辺,南大塚,25,52000000,,,200,,ほぼ長方形,10.5,115,2022年,木造,住宅,住宅,北,市道,4,調整区域,,,2021年第2四半期,,
